,cfrplus Return Against random,Order
1214,-7.0,Second Moving
1215,-2.0,Second Moving
1216,-2.0,Second Moving
1217,-1.0,Second Moving
1218,-2.0,Second Moving
1219,-4.0,Second Moving
1220,-4.0,Second Moving
1221,-3.0,Second Moving
1222,-3.0,Second Moving
1223,4.0,Second Moving
1224,-1.0,Second Moving
1225,-2.0,Second Moving
1226,-2.0,Second Moving
1227,-2.0,Second Moving
1228,-6.0,Second Moving
1229,-1.0,Second Moving
1230,-2.0,Second Moving
1231,-2.0,Second Moving
1232,-2.0,Second Moving
1233,-2.0,Second Moving
1234,0.0,Second Moving
1235,-2.0,Second Moving
1236,0.0,Second Moving
1237,0.0,Second Moving
1238,0.0,Second Moving
1239,-5.0,Second Moving
1240,-2.0,Second Moving
1241,-4.0,Second Moving
1242,2.0,Second Moving
1243,0.0,Second Moving
1244,0.0,Second Moving
1245,4.0,Second Moving
1246,0.0,Second Moving
1247,-6.0,Second Moving
1248,0.0,Second Moving
1249,0.0,Second Moving
1250,-4.0,Second Moving
1251,-4.0,Second Moving
1252,-3.0,Second Moving
1253,-2.0,Second Moving
1254,-2.0,Second Moving
1255,-4.0,Second Moving
1256,-3.0,Second Moving
1257,-5.0,Second Moving
1258,-2.0,Second Moving
1259,0.0,Second Moving
1260,0.0,Second Moving
1261,-2.0,Second Moving
1262,-2.0,Second Moving
1263,0.0,Second Moving
1264,0.0,Second Moving
1265,-2.0,Second Moving
1266,0.0,Second Moving
1267,-3.0,Second Moving
1268,-6.0,Second Moving
1269,2.0,Second Moving
1270,0.0,Second Moving
1271,-2.0,Second Moving
1272,-4.0,Second Moving
1273,-3.0,Second Moving
1274,0.0,Second Moving
1275,-2.0,Second Moving
1276,-2.0,Second Moving
1277,-1.0,Second Moving
1278,-4.0,Second Moving
1279,-3.0,Second Moving
1280,-6.0,Second Moving
1281,-4.0,Second Moving
1282,0.0,Second Moving
1283,2.0,Second Moving
1284,-2.0,Second Moving
1285,0.0,Second Moving
1286,-1.0,Second Moving
1287,-5.0,Second Moving
1288,-2.0,Second Moving
1289,-2.0,Second Moving
1290,-2.0,Second Moving
1291,-2.0,Second Moving
1292,-4.0,Second Moving
1293,-2.0,Second Moving
1294,-7.0,Second Moving
1295,-2.0,Second Moving
1296,-2.0,Second Moving
1297,-2.0,Second Moving
1298,0.0,Second Moving
1299,-2.0,Second Moving
1300,4.0,Second Moving
1301,4.0,Second Moving
1302,0.0,Second Moving
1303,4.0,Second Moving
1304,-1.0,Second Moving
1305,0.0,Second Moving
1306,0.0,Second Moving
1307,0.0,Second Moving
1308,-2.0,Second Moving
1309,-2.0,Second Moving
1310,-2.0,Second Moving
1311,-4.0,Second Moving
1312,-2.0,Second Moving
1313,4.0,Second Moving
1314,-6.0,Second Moving
1315,0.0,Second Moving
1316,-6.0,Second Moving
1317,-1.0,Second Moving
1318,-3.0,Second Moving
1319,-1.0,Second Moving
1320,-2.0,Second Moving
1321,0.0,Second Moving
1322,-4.0,Second Moving
1323,-3.0,Second Moving
1324,-4.0,Second Moving
1325,4.0,Second Moving
1326,0.0,Second Moving
1327,-2.0,Second Moving
1328,-6.0,Second Moving
1329,-4.0,Second Moving
1330,0.0,Second Moving
1331,0.0,Second Moving
1332,-2.0,Second Moving
1333,0.0,Second Moving
1334,-3.0,Second Moving
1335,2.0,Second Moving
1336,-4.0,Second Moving
1337,0.0,Second Moving
1338,0.0,Second Moving
1339,-1.0,Second Moving
1340,-3.0,Second Moving
1341,-7.0,Second Moving
1342,-2.0,Second Moving
1343,0.0,Second Moving
1344,0.0,Second Moving
1345,-4.0,Second Moving
1346,4.0,Second Moving
1347,-6.0,Second Moving
1348,0.0,Second Moving
1349,0.0,Second Moving
1350,0.0,Second Moving
1351,-2.0,Second Moving
1352,0.0,Second Moving
1353,0.0,Second Moving
1354,2.0,Second Moving
1355,-1.0,Second Moving
1356,-4.0,Second Moving
1357,0.0,Second Moving
1358,-2.0,Second Moving
1359,-4.0,Second Moving
1360,4.0,Second Moving
1361,-5.0,Second Moving
1362,2.0,Second Moving
1363,4.0,Second Moving
1364,-4.0,Second Moving
1365,-2.0,Second Moving
1366,-4.0,Second Moving
1367,0.0,Second Moving
1368,0.0,Second Moving
1369,-2.0,Second Moving
1370,-3.0,Second Moving
1371,-3.0,Second Moving
1372,0.0,Second Moving
1373,2.0,Second Moving
1374,2.0,Second Moving
1375,-3.0,Second Moving
1376,0.0,Second Moving
1377,-4.0,Second Moving
1378,-1.0,Second Moving
1379,-1.0,Second Moving
1380,-4.0,Second Moving
1381,-4.0,Second Moving
1382,-2.0,Second Moving
1383,0.0,Second Moving
1384,-2.0,Second Moving
1385,-4.0,Second Moving
1386,-4.0,Second Moving
1387,0.0,Second Moving
1388,-2.0,Second Moving
1389,0.0,Second Moving
1390,0.0,Second Moving
1391,-2.0,Second Moving
1392,-1.0,Second Moving
1393,0.0,Second Moving
1394,2.0,Second Moving
1395,-4.0,Second Moving
1396,4.0,Second Moving
1397,2.0,Second Moving
1398,-2.0,Second Moving
1399,-4.0,Second Moving
1400,-2.0,Second Moving
1401,2.0,Second Moving
1402,0.0,Second Moving
1403,-2.0,Second Moving
1404,-4.0,Second Moving
1405,-1.0,Second Moving
1406,-4.0,Second Moving
1407,2.0,Second Moving
1408,-1.0,Second Moving
1409,-5.0,Second Moving
1410,-3.0,Second Moving
1411,-2.0,Second Moving
1412,0.0,Second Moving
1413,-2.0,Second Moving
1414,0.0,Second Moving
1415,-4.0,Second Moving
1416,-1.0,Second Moving
1417,-4.0,Second Moving
1418,-3.0,Second Moving
1419,4.0,Second Moving
1420,-2.0,Second Moving
1421,-2.0,Second Moving
1422,-2.0,Second Moving
1423,0.0,Second Moving
1424,4.0,Second Moving
1425,0.0,Second Moving
1426,-4.0,Second Moving
1427,-2.0,Second Moving
1428,-4.0,Second Moving
1429,0.0,Second Moving
1430,-4.0,Second Moving
1431,0.0,Second Moving
1432,-3.0,Second Moving
1433,-1.0,Second Moving
1434,2.0,Second Moving
1435,-2.0,Second Moving
1436,0.0,Second Moving
1437,-7.0,Second Moving
1438,0.0,Second Moving
1439,-1.0,Second Moving
1440,-3.0,Second Moving
1441,-4.0,Second Moving
1442,-7.0,Second Moving
1443,-4.0,Second Moving
1444,4.0,Second Moving
1445,-2.0,Second Moving
1446,0.0,Second Moving
1447,0.0,Second Moving
1448,-2.0,Second Moving
1449,-4.0,Second Moving
1450,-4.0,Second Moving
1451,-2.0,Second Moving
1452,-2.0,Second Moving
1453,-1.0,Second Moving
1454,0.0,Second Moving
1455,-4.0,Second Moving
1456,-1.0,Second Moving
1457,-2.0,Second Moving
1458,-2.0,Second Moving
1459,-1.0,Second Moving
1460,0.0,Second Moving
1461,2.0,Second Moving
1462,0.0,Second Moving
1463,-3.0,Second Moving
1464,2.0,Second Moving
1465,0.0,Second Moving
1466,2.0,Second Moving
1467,-2.0,Second Moving
1468,0.0,Second Moving
1469,2.0,Second Moving
1470,2.0,Second Moving
1471,-3.0,Second Moving
1472,4.0,Second Moving
1473,0.0,Second Moving
1474,-2.0,Second Moving
1475,2.0,Second Moving
1476,-2.0,Second Moving
1477,-4.0,Second Moving
1478,-3.0,Second Moving
1479,-1.0,Second Moving
1480,0.0,Second Moving
1481,-2.0,Second Moving
1482,-2.0,Second Moving
1483,-2.0,Second Moving
1484,0.0,Second Moving
1485,2.0,Second Moving
1486,0.0,Second Moving
1487,0.0,Second Moving
1488,-2.0,Second Moving
1489,-1.0,Second Moving
1490,0.0,Second Moving
1491,-4.0,Second Moving
1492,-2.0,Second Moving
1493,-1.0,Second Moving
1494,-2.0,Second Moving
1495,4.0,Second Moving
1496,-5.0,Second Moving
1497,0.0,Second Moving
1498,0.0,Second Moving
1499,0.0,Second Moving
1500,-4.0,Second Moving
1501,-3.0,Second Moving
1502,0.0,Second Moving
1503,-4.0,Second Moving
1504,0.0,Second Moving
1505,-6.0,Second Moving
1506,4.0,Second Moving
1507,-2.0,Second Moving
1508,-2.0,Second Moving
1509,0.0,Second Moving
1510,-6.0,Second Moving
1511,-2.0,Second Moving
1512,0.0,Second Moving
1513,-4.0,Second Moving
1514,-3.0,Second Moving
1515,0.0,Second Moving
1516,-2.0,Second Moving
1517,0.0,Second Moving
1518,0.0,Second Moving
1519,-1.0,Second Moving
1520,0.0,Second Moving
1521,-7.0,Second Moving
1522,-1.0,Second Moving
1523,2.0,Second Moving
1524,-4.0,Second Moving
1525,-2.0,Second Moving
1526,-2.0,Second Moving
1527,0.0,Second Moving
1528,-3.0,Second Moving
1529,-2.0,Second Moving
1530,0.0,Second Moving
1531,0.0,Second Moving
1532,-2.0,Second Moving
1533,-1.0,Second Moving
1534,-3.0,Second Moving
1535,2.0,Second Moving
1536,-3.0,Second Moving
1537,0.0,Second Moving
1538,-2.0,Second Moving
1539,0.0,Second Moving
1540,0.0,Second Moving
1541,-1.0,Second Moving
1542,2.0,Second Moving
1543,-2.0,Second Moving
1544,0.0,Second Moving
1545,0.0,Second Moving
1546,-4.0,Second Moving
1547,-4.0,Second Moving
1548,0.0,Second Moving
1549,0.0,Second Moving
1550,0.0,Second Moving
1551,0.0,Second Moving
1552,-2.0,Second Moving
1553,0.0,Second Moving
1554,0.0,Second Moving
1555,-4.0,Second Moving
1556,-2.0,Second Moving
1557,-4.0,Second Moving
1558,-2.0,Second Moving
1559,0.0,Second Moving
1560,0.0,Second Moving
1561,-3.0,Second Moving
1562,-2.0,Second Moving
1563,0.0,Second Moving
1564,-2.0,Second Moving
1565,0.0,Second Moving
1566,-7.0,Second Moving
1567,-2.0,Second Moving
1568,-1.0,Second Moving
1569,0.0,Second Moving
1570,-1.0,Second Moving
1571,-5.0,Second Moving
1572,-2.0,Second Moving
1573,-5.0,Second Moving
1574,0.0,Second Moving
1575,-2.0,Second Moving
1576,-2.0,Second Moving
1577,-2.0,Second Moving
1578,-2.0,Second Moving
1579,0.0,Second Moving
1580,-2.0,Second Moving
1581,-1.0,Second Moving
1582,2.0,Second Moving
1583,-3.0,Second Moving
1584,-1.0,Second Moving
1585,-2.0,Second Moving
1586,-1.0,Second Moving
1587,0.0,Second Moving
1588,2.0,Second Moving
1589,-1.0,Second Moving
1590,2.0,Second Moving
1591,-4.0,Second Moving
1592,-4.0,Second Moving
1593,0.0,Second Moving
1594,0.0,Second Moving
1595,-1.0,Second Moving
1596,0.0,Second Moving
1597,-3.0,Second Moving
1598,-2.0,Second Moving
1599,0.0,Second Moving
1600,0.0,Second Moving
1601,0.0,Second Moving
1602,-2.0,Second Moving
1603,-2.0,Second Moving
1604,0.0,Second Moving
1605,-7.0,Second Moving
1606,-6.0,Second Moving
1607,-1.0,Second Moving
1608,0.0,Second Moving
1609,0.0,Second Moving
1610,-4.0,Second Moving
1611,0.0,Second Moving
1612,0.0,Second Moving
1613,-4.0,Second Moving
1614,-5.0,Second Moving
1615,-2.0,Second Moving
1616,-4.0,Second Moving
1617,4.0,Second Moving
1618,-2.0,Second Moving
1619,-5.0,Second Moving
1620,-2.0,Second Moving
1621,0.0,Second Moving
1622,4.0,Second Moving
1623,0.0,Second Moving
1624,0.0,Second Moving
1625,0.0,Second Moving
1626,0.0,Second Moving
1627,-7.0,Second Moving
1628,-1.0,Second Moving
1629,2.0,Second Moving
1630,0.0,Second Moving
1631,-2.0,Second Moving
1632,-1.0,Second Moving
1633,0.0,Second Moving
1634,0.0,Second Moving
1635,0.0,Second Moving
1636,0.0,Second Moving
1637,0.0,Second Moving
1638,-4.0,Second Moving
1639,0.0,Second Moving
1640,-2.0,Second Moving
1641,-2.0,Second Moving
1642,-6.0,Second Moving
1643,0.0,Second Moving
1644,-4.0,Second Moving
1645,2.0,Second Moving
1646,2.0,Second Moving
1647,-1.0,Second Moving
1648,0.0,Second Moving
1649,-4.0,Second Moving
1650,-2.0,Second Moving
1651,-4.0,Second Moving
1652,-6.0,Second Moving
1653,2.0,Second Moving
1654,-2.0,Second Moving
1655,0.0,Second Moving
1656,4.0,Second Moving
1657,-6.0,Second Moving
1658,-4.0,Second Moving
1659,-6.0,Second Moving
1660,-2.0,Second Moving
1661,4.0,Second Moving
1662,-7.0,Second Moving
1663,0.0,Second Moving
1664,-2.0,Second Moving
1665,-2.0,Second Moving
1666,0.0,Second Moving
1667,-4.0,Second Moving
1668,-7.0,Second Moving
1669,-2.0,Second Moving
1670,-2.0,Second Moving
1671,-4.0,Second Moving
1672,0.0,Second Moving
1673,-2.0,Second Moving
1674,2.0,Second Moving
1675,-6.0,Second Moving
1676,-1.0,Second Moving
1677,2.0,Second Moving
1678,0.0,Second Moving
1679,-2.0,Second Moving
1680,-5.0,Second Moving
1681,0.0,Second Moving
1682,-7.0,Second Moving
1683,0.0,Second Moving
1684,2.0,Second Moving
1685,0.0,Second Moving
1686,2.0,Second Moving
1687,0.0,Second Moving
1688,-2.0,Second Moving
1689,-4.0,Second Moving
1690,0.0,Second Moving
1691,-1.0,Second Moving
1692,-4.0,Second Moving
1693,-2.0,Second Moving
1694,-2.0,Second Moving
1695,-4.0,Second Moving
1696,-4.0,Second Moving
1697,0.0,Second Moving
1698,-3.0,Second Moving
1699,-4.0,Second Moving
1700,-1.0,Second Moving
1701,0.0,Second Moving
1702,-5.0,Second Moving
1703,-2.0,Second Moving
1704,-2.0,Second Moving
1705,-2.0,Second Moving
1706,4.0,Second Moving
1707,0.0,Second Moving
1708,-2.0,Second Moving
1709,-6.0,Second Moving
1710,-4.0,Second Moving
1711,-2.0,Second Moving
1712,-4.0,Second Moving
1713,0.0,Second Moving
1714,0.0,Second Moving
1715,0.0,Second Moving
1716,0.0,Second Moving
1717,-2.0,Second Moving
1718,0.0,Second Moving
1719,0.0,Second Moving
1720,2.0,Second Moving
1721,0.0,Second Moving
1722,-4.0,Second Moving
1723,-2.0,Second Moving
1724,-2.0,Second Moving
1725,4.0,Second Moving
1726,0.0,Second Moving
1727,-4.0,Second Moving
1728,-5.0,Second Moving
1729,-3.0,Second Moving
1730,-2.0,Second Moving
1731,-2.0,Second Moving
1732,0.0,Second Moving
1733,0.0,Second Moving
1734,-4.0,Second Moving
1735,-6.0,Second Moving
1736,-2.0,Second Moving
1737,-1.0,Second Moving
1738,-4.0,Second Moving
1739,-2.0,Second Moving
1740,-4.0,Second Moving
1741,-1.0,Second Moving
1742,-4.0,Second Moving
1743,-2.0,Second Moving
1744,-2.0,Second Moving
1745,-2.0,Second Moving
1746,-5.0,Second Moving
1747,0.0,Second Moving
1748,-1.0,Second Moving
1749,-4.0,Second Moving
1750,0.0,Second Moving
1751,-6.0,Second Moving
1752,-2.0,Second Moving
1753,-2.0,Second Moving
1754,-1.0,Second Moving
1755,-2.0,Second Moving
1756,0.0,Second Moving
1757,0.0,Second Moving
1758,-4.0,Second Moving
1759,-1.0,Second Moving
1760,2.0,Second Moving
1761,0.0,Second Moving
1762,-1.0,Second Moving
1763,2.0,Second Moving
1764,-2.0,Second Moving
1765,4.0,Second Moving
1766,-5.0,Second Moving
1767,0.0,Second Moving
1768,0.0,Second Moving
1769,4.0,Second Moving
1770,0.0,Second Moving
1771,-3.0,Second Moving
1772,0.0,Second Moving
1773,-5.0,Second Moving
1774,-2.0,Second Moving
1775,-4.0,Second Moving
1776,0.0,Second Moving
1777,2.0,Second Moving
1778,-1.0,Second Moving
1779,-1.0,Second Moving
1780,0.0,Second Moving
1781,0.0,Second Moving
1782,-4.0,Second Moving
1783,2.0,Second Moving
1784,-4.0,Second Moving
1785,-4.0,Second Moving
1786,4.0,Second Moving
1787,0.0,Second Moving
1788,0.0,Second Moving
1789,-4.0,Second Moving
1790,-3.0,Second Moving
1791,-4.0,Second Moving
1792,-1.0,Second Moving
1793,-1.0,Second Moving
1794,-1.0,Second Moving
1795,-1.0,Second Moving
1796,4.0,Second Moving
1797,-1.0,Second Moving
1798,-7.0,Second Moving
1799,4.0,Second Moving
1800,0.0,Second Moving
1801,0.0,Second Moving
1802,0.0,Second Moving
1803,0.0,Second Moving
1804,-3.0,Second Moving
1805,0.0,Second Moving
1806,-4.0,Second Moving
1807,-2.0,Second Moving
1808,0.0,Second Moving
1809,4.0,Second Moving
1810,4.0,Second Moving
1811,-4.0,Second Moving
1812,-2.0,Second Moving
1813,0.0,Second Moving
1814,-2.0,Second Moving
1815,2.0,Second Moving
1816,-2.0,Second Moving
1817,0.0,Second Moving
1818,-1.0,Second Moving
1819,-4.0,Second Moving
1820,-2.0,Second Moving
1821,0.0,Second Moving
1822,-1.0,Second Moving
1823,-4.0,Second Moving
1824,-4.0,Second Moving
1825,-4.0,Second Moving
1826,-2.0,Second Moving
1827,-1.0,Second Moving
1828,-2.0,Second Moving
1829,-5.0,Second Moving
1830,-3.0,Second Moving
1831,0.0,Second Moving
1832,2.0,Second Moving
1833,-4.0,Second Moving
1834,0.0,Second Moving
1835,-2.0,Second Moving
1836,-2.0,Second Moving
1837,2.0,Second Moving
1838,-4.0,Second Moving
1839,-2.0,Second Moving
1840,0.0,Second Moving
1841,-6.0,Second Moving
1842,-2.0,Second Moving
1843,0.0,Second Moving
1844,0.0,Second Moving
1845,-2.0,Second Moving
1846,0.0,Second Moving
1847,0.0,Second Moving
1848,4.0,Second Moving
1849,0.0,Second Moving
1850,-4.0,Second Moving
1851,-4.0,Second Moving
1852,-4.0,Second Moving
1853,-4.0,Second Moving
1854,-7.0,Second Moving
1855,-2.0,Second Moving
1856,-4.0,Second Moving
1857,2.0,Second Moving
1858,-4.0,Second Moving
1859,-2.0,Second Moving
1860,0.0,Second Moving
1861,4.0,Second Moving
1862,-1.0,Second Moving
1863,-1.0,Second Moving
1864,-7.0,Second Moving
1865,-3.0,Second Moving
1866,0.0,Second Moving
1867,2.0,Second Moving
1868,2.0,Second Moving
1869,4.0,Second Moving
1870,0.0,Second Moving
1871,-4.0,Second Moving
1872,-4.0,Second Moving
1873,-4.0,Second Moving
1874,2.0,Second Moving
1875,-1.0,Second Moving
1876,-3.0,Second Moving
1877,-2.0,Second Moving
1878,-4.0,Second Moving
1879,-2.0,Second Moving
1880,-1.0,Second Moving
1881,-4.0,Second Moving
1882,0.0,Second Moving
1883,-4.0,Second Moving
1884,0.0,Second Moving
1885,-2.0,Second Moving
1886,2.0,Second Moving
1887,-4.0,Second Moving
1888,-2.0,Second Moving
1889,0.0,Second Moving
1890,0.0,Second Moving
1891,-3.0,Second Moving
1892,-3.0,Second Moving
1893,-2.0,Second Moving
1894,-2.0,Second Moving
1895,0.0,Second Moving
1896,-4.0,Second Moving
1897,0.0,Second Moving
1898,-4.0,Second Moving
1899,-2.0,Second Moving
1900,-4.0,Second Moving
1901,-2.0,Second Moving
1902,-4.0,Second Moving
1903,-1.0,Second Moving
1904,-2.0,Second Moving
1905,0.0,Second Moving
1906,-1.0,Second Moving
1907,0.0,Second Moving
1908,4.0,Second Moving
1909,-3.0,Second Moving
1910,0.0,Second Moving
1911,0.0,Second Moving
1912,4.0,Second Moving
1913,-1.0,Second Moving
1914,-3.0,Second Moving
1915,0.0,Second Moving
1916,-2.0,Second Moving
1917,0.0,Second Moving
1918,-2.0,Second Moving
1919,-2.0,Second Moving
1920,-6.0,Second Moving
1921,-2.0,Second Moving
1922,-5.0,Second Moving
1923,-2.0,Second Moving
1924,-3.0,Second Moving
1925,-4.0,Second Moving
1926,-4.0,Second Moving
1927,-4.0,Second Moving
1928,-2.0,Second Moving
1929,0.0,Second Moving
1930,4.0,Second Moving
1931,0.0,Second Moving
1932,-6.0,Second Moving
1933,-1.0,Second Moving
1934,0.0,Second Moving
1935,-5.0,Second Moving
1936,-2.0,Second Moving
1937,-1.0,Second Moving
1938,-4.0,Second Moving
1939,0.0,Second Moving
1940,0.0,Second Moving
1941,4.0,Second Moving
1942,-3.0,Second Moving
1943,-2.0,Second Moving
1944,2.0,Second Moving
1945,0.0,Second Moving
1946,4.0,Second Moving
1947,-1.0,Second Moving
1948,4.0,Second Moving
1949,-4.0,Second Moving
1950,0.0,Second Moving
1951,-4.0,Second Moving
1952,-2.0,Second Moving
1953,0.0,Second Moving
1954,-6.0,Second Moving
1955,-4.0,Second Moving
1956,0.0,Second Moving
1957,0.0,Second Moving
1958,0.0,Second Moving
1959,-2.0,Second Moving
1960,-2.0,Second Moving
1961,-4.0,Second Moving
1962,2.0,Second Moving
1963,-2.0,Second Moving
1964,-1.0,Second Moving
1965,-7.0,Second Moving
1966,-2.0,Second Moving
1967,-3.0,Second Moving
1968,0.0,Second Moving
1969,-2.0,Second Moving
1970,0.0,Second Moving
1971,-6.0,Second Moving
1972,2.0,Second Moving
1973,-1.0,Second Moving
1974,4.0,Second Moving
1975,-4.0,Second Moving
1976,0.0,Second Moving
1977,-2.0,Second Moving
1978,-4.0,Second Moving
1979,-2.0,Second Moving
1980,2.0,Second Moving
1981,-4.0,Second Moving
1982,-2.0,Second Moving
1983,-2.0,Second Moving
1984,-1.0,Second Moving
1985,0.0,Second Moving
1986,-2.0,Second Moving
1987,0.0,Second Moving
1988,-2.0,Second Moving
1989,-4.0,Second Moving
1990,-2.0,Second Moving
1991,0.0,Second Moving
1992,-4.0,Second Moving
1993,-3.0,Second Moving
1994,2.0,Second Moving
1995,-1.0,Second Moving
1996,4.0,Second Moving
1997,-3.0,Second Moving
1998,-1.0,Second Moving
1999,-3.0,Second Moving
2000,2.0,First Moving
2001,0.0,First Moving
2002,5.0,First Moving
2003,2.0,First Moving
2004,7.0,First Moving
2005,-2.0,First Moving
2006,4.0,First Moving
2007,4.0,First Moving
2008,1.0,First Moving
2009,2.0,First Moving
2010,1.0,First Moving
2011,2.0,First Moving
2012,5.0,First Moving
2013,2.0,First Moving
2014,2.0,First Moving
2015,4.0,First Moving
2016,4.0,First Moving
2017,3.0,First Moving
2018,7.0,First Moving
